level,draw,seed,spread,signs,order,s_NetZero,s_Delayed,s_Below2C,s_NDCs,s_Fragmented
1e-15,76,510076,1.535131778175378,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,1.2442204833998634,1.0492227090719983,-0.1481389816051685,-0.0310761141732451,-0.2909112947755146
1e-15,77,510077,1.2130998303574303,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.5819136589832898,0.4042380300590271,-0.5280563760515937,-0.598402298211965,-0.6311861713741407
1e-15,78,510078,1.4533368568293,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.4262946658380815,0.2350118692131575,-0.8645691893186314,-0.9458688319004572,-1.0270421909912186
1e-15,79,510079,1.1935133700745637,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.632772465802435,0.4630130903603553,-0.426495626129292,-0.4957922366448413,-0.5607409042721287
1e-15,80,510080,1.7167409274634138,++---,NetZero>Delayed>Below2C>Fragmented>NDCs,1.0167022205728349,0.7405574300529296,-0.4097687404133121,-0.7000387068905791,-0.5740723084634225
1e-15,81,510081,1.621407783732545,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,0.8350357912158186,0.6617720066870163,-0.6854452632556405,-0.4134658368944279,-0.7863719925167261
1e-15,82,510082,1.6398842438758263,++++-,NetZero>Delayed>Below2C>NDCs>Fragmented,1.576680629357173,1.3197782250106234,0.1181358064959696,0.0274552396702789,-0.0632036145186534
1e-15,83,510083,1.921609921466365,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.079771698598028,0.8001152618509,-0.6288133756515983,-0.7351869150846482,-0.8418382228683368
1e-15,84,510084,1.5277434164226595,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,1.99828901969421,1.7302459265960504,0.6279646715373954,0.5356741403780156,0.4705456032715505
1e-15,85,510085,1.6483268485080371,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,1.1955886306812369,1.0115507290044532,-0.3391188776983758,-0.1001703436487004,-0.4527382178268002
1e-15,86,510086,1.8083942516737697,++++-,NetZero>Delayed>NDCs>Below2C>Fragmented,1.6852414825056292,1.4363125455214298,0.0398828362277785,0.1356905335601355,-0.1231527691681404
1e-15,87,510087,1.830223681457304,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,1.8631361113683784,1.5657867766587947,0.2255290098468831,0.1190506413544834,0.0329124299110747
1e-15,88,510088,1.400625948054953,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,1.0901769606558376,0.9064509970337866,-0.1981165081766747,-0.0697228358438875,-0.3104489873991154
1e-15,89,510089,1.3350321065541928,-----,NetZero>Delayed>NDCs>Below2C>Fragmented,-0.597912457989598,-0.7225696392812406,-1.866318598179471,-1.7691889988594818,-1.9329445645437908
1e-15,90,510090,1.3644105397890112,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,0.2201707069808445,0.0762383769618533,-1.0631269101462126,-0.9468876574708514,-1.1442398328081669
1e-15,91,510091,1.3756270557323464,+++--,NetZero>Delayed>Below2C>NDCs>Fragmented,1.2659461846830191,1.050833812562939,0.0450219316308602,-0.0363321664129698,-0.1096808710493273
1e-15,92,510092,1.6898356410772897,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.333273094610489,1.0770500561892118,-0.1962107869809006,-0.2610479366521967,-0.3565625464668005
1e-15,93,510093,1.5068317269688078,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.0082547083173212,0.7866465403758562,-0.3302199241104282,-0.4136058832708791,-0.4985770186514866
1e-15,94,510094,1.6649964784939837,+++--,NetZero>Delayed>Below2C>NDCs>Fragmented,1.5180762769028238,1.2409432401632083,0.0219518776893252,-0.0894146276147491,-0.1469202015911599
