Pair,Feature,Entity,EntityLabel,GridValue,PDP
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,-1.4980590155185514,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,-0.9947755080005335,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,-0.2676362907999064,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,0.25442700839197596,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,0.5566468382142515,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,1.0679984399008302,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,1.3873530772289,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,1.941134487076976,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,2.149259101641336,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,2.4527706691329634,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,2.744049966674942,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,3.118426335802107,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,3.4084781374356683,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,3.9359534675860814,1.591067412714933
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,4.443648890521899,1.6446959116092599
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,5.403904423678919,1.6446959116092599
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,6.230750697334628,1.6446959116092599
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,7.925102434159742,1.6446959116092599
ExMkt x REIT-Green,ExMkt_L0_x_Entity_17,17,REIT_G,10.974189071704163,2.869696601234516
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,-21.725440934173836,-3.932480052186692
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,-14.02884518724994,-3.932480052186692
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,-11.100913576159208,-3.3771823817575455
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,-9.527042285795261,-1.291294729797489
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,-7.331047857872179,-0.9433332716802924
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,-6.419997785528431,-0.4248207771098987
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,-5.781879304412558,-0.10084241595502912
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,-4.449486015636302,0.16541679385831742
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,-3.4538606808279675,0.16541679385831742
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,-1.853183052436443,0.16541679385831742
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,-1.2746073901512043,0.9889092031963421
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,-0.24015885949142515,0.9889092031963421
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,1.02512272596014,0.9889092031963421
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,2.289364459245969,1.0915514309839023
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,3.541096490061089,1.170687880920069
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,4.564471252721239,1.1924849795986485
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,5.488696598589423,1.1924849795986485
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,6.0786556697148955,1.1924849795986485
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,6.771888292121374,2.677864134062696
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,7.573045664893104,2.677864134062696
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,8.650401214905765,2.9526515213959676
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,9.36117965999156,2.9526515213959676
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,10.908384406025904,3.3786515193036446
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,13.048457223198128,6.238635050427167
WTI(t-1) x ENRG-Brown,R_WTI_L1_x_Entity_6,6,ENRG_B,26.14459581377715,6.238635050427167
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,-21.725440934173836,0.6125246374864391
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,-14.02884518724994,0.6125246374864391
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,-11.100913576159208,0.6125246374864391
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,-9.527042285795261,0.6125246374864391
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,-7.331047857872179,0.6125246374864391
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,-6.419997785528431,0.6125246374864391
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,-5.781879304412558,0.6125246374864391
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,-4.449486015636302,0.6125246374864391
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,-3.4538606808279675,0.965535122497289
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,-1.853183052436443,0.965535122497289
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,-1.2746073901512043,0.965535122497289
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,-0.24015885949142515,0.965535122497289
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,1.02512272596014,0.965535122497289
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,2.289364459245969,0.965535122497289
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,3.541096490061089,1.0140218476628955
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,4.564471252721239,1.0140218476628955
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,5.488696598589423,1.0140218476628955
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,6.0786556697148955,0.9725204049800624
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,6.771888292121374,0.9725204049800624
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,7.573045664893104,0.9725204049800624
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,8.650401214905765,0.9725204049800624
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,9.36117965999156,2.912144276893431
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,10.908384406025904,4.9180571862412075
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,13.048457223198128,4.886236690532445
WTI(t-1) x MATS-Green,R_WTI_L1_x_Entity_15,15,MATS_G,26.14459581377715,4.886236690532445
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,-2.6767271994438078,2.656327944619682
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,-1.5945663725806436,2.656327944619682
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,-1.1268287741935383,2.656327944619682
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,-0.9067508666666254,2.656327944619682
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,-0.7483842564751171,2.656327944619682
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,-0.5966463945161599,2.656327944619682
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,-0.5096374483870378,2.656327944619682
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,-0.4444404005376123,2.415131995160645
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,-0.3386118541553956,2.415131995160645
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,-0.22828131919351774,2.3581814267387116
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,-0.13554077777779408,2.3581814267387116
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,-0.07140043338717024,1.7710842304882546
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,0.0179269354837857,1.6585573866470065
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,0.06312347833332296,1.6585573866470065
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,0.11033047096775778,1.6585573866470065
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,0.16678041935482688,1.6585573866470065
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,0.2349141698925298,1.6585573866470065
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,0.38564349202511,1.6585573866470065
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,0.512734712903293,1.6585573866470065
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,0.6723949886130881,1.6585573866470065
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,0.7638580688889206,1.6585573866470065
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,0.9924219985483982,1.6585573866470065
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,1.2860588473118706,1.6585573866470065
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,1.7054802381719898,1.6585573866470065
Temp(t-2) x MATS-Brown,Tas_ANOM_L2_x_Entity_16,16,MATS_B,2.5458504645161333,1.6585573866470065
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,-1.3479999999999999,1.527049596061873
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,-0.3,1.527049596061873
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,-0.200000000000001,1.527049596061873
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,-0.2,1.527049596061873
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,-0.100000000000001,1.527049596061873
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,-0.1,1.527049596061873
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,-0.0999999999999996,1.527049596061873
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,0.0,1.5395065960214716
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,0.0999999999999996,1.5073494932792229
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,0.1,1.5073494932792229
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,0.100000000000001,1.5073494932792229
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,0.199999999999999,1.471287639239842
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,0.3,0.3367944246899465
UNRATE(t-1) x REIT-Brown,UNRATE_DIFF_L1_x_Entity_18,18,REIT_B,0.5000000000000007,0.3367944246899465
